LOAN_NUMBER,LOAN_STATUS,AMT_CURR_LOAN_BAL,PRODUCT_CODE,PRODUCT_SUBCODE,NUMBER_DAYS_PAST_DUE,COST_CENTER,NON_ACCRUAL_STATUS,DATE_LOAN_ADDED
02c45fa01bbbf4b7d3ed1af17bb1a1c3,Closed,290000,LOAN,01,38,37df5a8a82418bfea0214e6a4fdbdf9d,false,2006-03-22
56dc045a1dac7ecdc41788b52fdaa574,Closed,290000,LOAN,02,417,37df5a8a82418bfea0214e6a4fdbdf9d,false,2010-03-09
b33c1e4e8c6285ced6523280b38e07d9,Closed,290000,LOAN,03,24,37df5a8a82418bfea0214e6a4fdbdf9d,false,2015-01-07
319ebf43295fcd10353a8c5944316a50,Open,800000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1999-08-12
5de62417863b589902de1339b427d590,Closed,800000,LOAN,01,54,3bd137cc1da0a301c9bd5093e3c95a30,false,2016-06-25
5291f883d9bd59914ac72bf6c878e3ab,Closed,800000,LOAN,01,5,3bd137cc1da0a301c9bd5093e3c95a30,false,2017-07-12
7a0659e33ba31a279e8f93a4aa11f867,Open,800000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2014-12-31
63217d13877059e51045a825961da8db,Open,800000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2000-04-12
82eea6960c49a0fdff3617432fc0a4c1,Open,800000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1996-07-08
6ea8aa67d13daa7c3d53395ee269f590,Open,800000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2009-01-04
a4168fdeadd081a427e73d38fe15e073,Open,800000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2006-01-29
90eb8e8f935dbc78dd4b3a1037693346,Open,800000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2000-07-27
6ce0b810cc68cabfe25922904bd6879d,Open,10000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2008-10-15
145194ff1dec25c9c7e77639f60c4763,Open,10000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2016-11-02
61bfadc3bc423ebd0b29663b3c19af2f,Open,10000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2007-07-08
9a21e026b8848bf33a9290cafd689ce2,Open,10000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1998-06-20
09a51bd224940677143fcf371d8f8d90,Open,10000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2014-07-15
de25bb584d9088e69efa884d6f7fbe05,Defaulted,10000,LOAN,02,131,3bd137cc1da0a301c9bd5093e3c95a30,true,2016-07-15
5f00b2060c356005c14e7c7841064006,Open,10000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2006-10-28
f0bfa0545cb89fe89fc8c9931583147e,Open,10000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1998-05-16
af1bbdbbee7e4432778f87dfc7082922,Closed,265000,LOAN,01,20,3bd137cc1da0a301c9bd5093e3c95a30,false,2016-09-02
7156ca9e1ae5d2ddad0e0a0a0c3fa2e5,Open,265000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2016-01-13
8d72c2258e1a09107d4e54cc145d5ea0,Open,265000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2014-11-28
21791d4b3fc04d582a1a57f8ff51ffe4,Open,101000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1999-06-08
a13a5654d74d968e030a454cc6755ef5,Open,101000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2002-07-21
ad85a7c7aa4969c1b583ab4ead55ef7b,Open,101000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2013-05-06
4b96460799cfd78ef70dcc1f8df36f6a,Open,101000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1999-02-01
b47226f6f76334afa25ca0dfed671508,Open,101000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,1995-04-26
8c6a80bcea1ed0b381dec509c6db7e85,Open,101000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2000-12-09
599ca83676c67a9ab8f078a8819ce59f,Open,101000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2015-07-21
a728026c4bdc0ba7a40dc74a60e36321,Open,290000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2010-01-10
f93a4150b48fb7ac23b33f5d5dd64f8f,Open,290000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2000-02-05
9272212c87a16086b94723bde54ac7dc,Open,290000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2000-09-18
3e0084ae0385c520fbd2bf9fd90d94ec,Open,290000,LOAN,01,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2015-05-25
549726a660f73483b337f791136b5c2e,Closed,290000,LOAN,01,30,3bd137cc1da0a301c9bd5093e3c95a30,false,2015-08-31
d053d478d4e3fbe4227ca0ce3c41db87,Open,290000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2009-01-14
1503fc88baea360f9937e6827511d8ea,Open,290000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2014-09-02
a812df780c2e186a0a9dd56465c30f64,Open,290000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2015-04-10
6057c944321851d9ae4d347116fcd703,Open,290000,LOAN,02,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2001-10-23
32324cbdbeb2b30e0631db323cbb9831,Closed,290000,LOAN,02,74,3bd137cc1da0a301c9bd5093e3c95a30,false,2017-09-19
fa26f0b2126c10c427890f1185b767a4,Open,290000,LOAN,03,0,3bd137cc1da0a301c9bd5093e3c95a30,false,2006-02-21
92172433395181678a14d3bbbebf644d,Closed,800000,LOAN,01,14,483c9c771889b9e03266a92182658393,false,2018-12-22
5decd93f5489bbce489eb6e7f8f4bad1,Closed,800000,LOAN,01,11,483c9c771889b9e03266a92182658393,false,2018-04-23
205ef6865177cc6552c3987f678132e1,Closed,800000,LOAN,01,18,483c9c771889b9e03266a92182658393,false,2016-04-18
900aff43b65d6197aaef7a1da014b4b4,Closed,800000,LOAN,01,17,483c9c771889b9e03266a92182658393,false,2015-12-11
e22ee7bea27c1033696370686f71eb94,Defaulted,800000,LOAN,01,292,483c9c771889b9e03266a92182658393,true,2013-03-04
1d1351c3d5e77c86c9afa5d4db5711f5,Closed,800000,LOAN,02,3,483c9c771889b9e03266a92182658393,false,2022-04-08
d676adb03b8a4899213b918619651d08,Closed,800000,LOAN,02,14,483c9c771889b9e03266a92182658393,false,2017-03-08
7cca3dfa52a5affb33e9d6c212160d1e,Closed,800000,LOAN,03,15,483c9c771889b9e03266a92182658393,false,2017-04-22
774f4d1a01e0f8843bc29e030821a0bb,Closed,800000,LOAN,03,260,483c9c771889b9e03266a92182658393,false,2009-05-17
c5d48ec4f1ce8887bccaa3eeeb9f1d1e,Closed,800000,LOAN,03,24,483c9c771889b9e03266a92182658393,false,2012-11-22
e98a24e0463c55f0b16be04ef9ed7503,Closed,800000,LOAN,03,63,483c9c771889b9e03266a92182658393,false,2016-05-23
f14b96d0c4fe480c993945a6e4460f55,Closed,800000,LOAN,03,87,483c9c771889b9e03266a92182658393,false,2015-03-19
78e0b95d26082c4d8dca1fce142cc758,Closed,800000,LOAN,03,3,483c9c771889b9e03266a92182658393,false,2017-08-11
cdad9304b0d59f2e15d73f2d15417936,Closed,800000,LOAN,03,18,483c9c771889b9e03266a92182658393,false,2017-11-01
115be19cd7369a60e1eeddbd94cd9b1c,Closed,800000,LOAN,03,100,483c9c771889b9e03266a92182658393,false,2017-10-07
b138ca38abdec2b58411448f25cac057,Closed,800000,LOAN,03,314,483c9c771889b9e03266a92182658393,false,2017-01-28
e9c6f3ca4a71d11833d8232a6a3fc5f8,Closed,10000,LOAN,01,538,483c9c771889b9e03266a92182658393,false,2013-08-02
30a1570b3721880b07b1f438365ed84b,Closed,10000,LOAN,01,145,483c9c771889b9e03266a92182658393,false,2015-02-05
3c584245707566f87e87a75fae49d0f7,Closed,10000,LOAN,01,243,483c9c771889b9e03266a92182658393,false,2020-06-24
291270972176b944b8892b38ca82bec8,Closed,10000,LOAN,01,3,483c9c771889b9e03266a92182658393,false,2015-07-21
516265f75e58e766d74cd3710fdef6c4,Closed,10000,LOAN,01,367,483c9c771889b9e03266a92182658393,false,2011-03-09
00dc562784141cb0e4caedb104837023,Closed,10000,LOAN,01,12,483c9c771889b9e03266a92182658393,false,2017-03-14
d42ab5308865f9c482f77c5f5fd6d660,Closed,10000,LOAN,01,52,483c9c771889b9e03266a92182658393,false,2017-04-29
ab129476f5a6a4b4aa873f6b0232d13b,Closed,10000,LOAN,02,9,483c9c771889b9e03266a92182658393,false,2016-01-28
84f36a7850e3e826987ae58fe8538dcc,Closed,10000,LOAN,02,9,483c9c771889b9e03266a92182658393,false,2020-09-10
d21c1bf3924b2f12ff929b1423e04aa9,Closed,10000,LOAN,02,4,483c9c771889b9e03266a92182658393,false,2015-08-01
9d8954834c47512a3bffe6d238eb900c,Closed,10000,LOAN,03,3,483c9c771889b9e03266a92182658393,false,2012-07-13
91264e9dd2a465c383c5b506a8226b45,Closed,10000,LOAN,03,485,483c9c771889b9e03266a92182658393,false,2019-07-04
3df6d72711fac5a500f87229a7a61ceb,Closed,10000,LOAN,03,166,483c9c771889b9e03266a92182658393,false,2013-11-22
e2ee88aa5a07f6b1418fa1b2d9d11b08,Closed,10000,LOAN,03,132,483c9c771889b9e03266a92182658393,false,2011-12-27
34af9e743d205f77dbc4c8ce9333f06b,Closed,10000,LOAN,03,286,483c9c771889b9e03266a92182658393,false,2015-07-03
ae1cbc1370b48a4b85c132893094e054,Closed,10000,LOAN,03,47,483c9c771889b9e03266a92182658393,false,2018-02-05
8cd1e441a8cc16f228947d93635cc439,Closed,10000,LOAN,03,298,483c9c771889b9e03266a92182658393,false,2015-08-25
4b5c4ef031f6902feef33cba4bee50ba,Closed,10000,LOAN,03,12,483c9c771889b9e03266a92182658393,false,2016-03-11
c521ca50796f08e993079fb14a73239d,Closed,10000,LOAN,03,3,483c9c771889b9e03266a92182658393,false,2018-01-11
9114a6a286a7548a1b5260e78e4d0ac8,Closed,10000,LOAN,03,544,483c9c771889b9e03266a92182658393,false,2018-03-20
669560ecccbd99debff21ef36c8a8493,Closed,265000,LOAN,01,14,483c9c771889b9e03266a92182658393,false,2016-06-11
6c366b0f6581b6e10737e4deac99200e,Closed,265000,LOAN,01,3,483c9c771889b9e03266a92182658393,false,2017-12-09
e8b4357986256b5f2bcfaf65a6ede597,Closed,265000,LOAN,01,3,483c9c771889b9e03266a92182658393,false,2017-04-03
d11abd33edd81cf436181d02f4715b54,Closed,265000,LOAN,01,347,483c9c771889b9e03266a92182658393,false,2008-08-15
85643d161a73f37b84c34b3087024b28,Closed,265000,LOAN,01,77,483c9c771889b9e03266a92182658393,false,2017-12-09
5288c4ea9046d1c8255c2d3368e57d56,Closed,265000,LOAN,01,30,483c9c771889b9e03266a92182658393,false,2013-08-10
1640ca131ec34a8c126a0d56a27c1bd4,Closed,265000,LOAN,01,3,483c9c771889b9e03266a92182658393,false,2015-05-10
1fcc16511f980ad911642a5866f4cfaa,Closed,265000,LOAN,01,22,483c9c771889b9e03266a92182658393,false,2018-06-20
5145ba479c78375bd5b23b119f547e9c,Open,265000,LOAN,02,0,483c9c771889b9e03266a92182658393,false,2014-07-03
2760eda0c598c3999eba1d545d24ff63,Closed,265000,LOAN,02,76,483c9c771889b9e03266a92182658393,false,2016-10-10
b77c3be231b4c80cd82cdbc942dff6b7,Closed,265000,LOAN,02,109,483c9c771889b9e03266a92182658393,false,2017-07-17
18e394209b7f4e2f224fe9b21f934538,Closed,265000,LOAN,02,4,483c9c771889b9e03266a92182658393,false,2017-01-23
3f8fe0782614abba1388ad9dfd75d731,Closed,265000,LOAN,02,6,483c9c771889b9e03266a92182658393,false,2021-04-19
3d2712566f9f6417d8491ac6fb035881,Closed,265000,LOAN,02,12,483c9c771889b9e03266a92182658393,false,2017-10-25
29671104270445390c50c484bf8ef96b,Closed,265000,LOAN,02,3,483c9c771889b9e03266a92182658393,false,2018-04-25
68163ba500e00692d86784f90619e6ea,Closed,265000,LOAN,03,63,483c9c771889b9e03266a92182658393,false,2015-08-29
95ac1397df1be4fa12279d6b26d76008,Closed,265000,LOAN,03,37,483c9c771889b9e03266a92182658393,false,2015-04-27
289bdffcf4268c91cad62032fdc15491,Closed,265000,LOAN,03,3,483c9c771889b9e03266a92182658393,false,2017-10-25
ca243ff6acbf68ce43541cc9dafc816c,Closed,265000,LOAN,03,20,483c9c771889b9e03266a92182658393,false,2017-10-07
5031cb7bca037a07dfd093726871121a,Closed,265000,LOAN,03,72,483c9c771889b9e03266a92182658393,false,2017-11-23
ea62aabb509e18ea11a2f13b6a36aa08,Closed,265000,LOAN,03,9,483c9c771889b9e03266a92182658393,false,2019-04-16
f59764f4c01741b934ade4e3c8c9962d,Closed,101000,LOAN,01,19,483c9c771889b9e03266a92182658393,false,2016-05-17
e3a1e52de435f58d6e795f66f4b9a424,Closed,101000,LOAN,01,4,483c9c771889b9e03266a92182658393,false,2020-02-14
e686eecd3dbc0824dd8823f0b3228115,Closed,101000,LOAN,01,38,483c9c771889b9e03266a92182658393,false,2018-02-26
c54035d6feb4bcb680661ea18f5c657b,Closed,101000,LOAN,01,43,483c9c771889b9e03266a92182658393,false,2013-04-29
3e2419e5b5379d4641faf5d4e0d72e8a,Closed,101000,LOAN,01,36,483c9c771889b9e03266a92182658393,false,2007-07-23
d5731dc6fa32ed1332ff11a85827da49,Closed,101000,LOAN,02,47,483c9c771889b9e03266a92182658393,false,2017-04-18
d773943232035d24700d1a4208e80b26,Closed,101000,LOAN,02,5,483c9c771889b9e03266a92182658393,false,2016-08-24
f491c4ca35fbb27fb4e9825db516bda5,Closed,101000,LOAN,02,10,483c9c771889b9e03266a92182658393,false,2017-05-03
f0b5cc58d858b0e7a253294d8f97e09e,Closed,101000,LOAN,02,9,483c9c771889b9e03266a92182658393,false,2013-06-20
d02b399f833d0b859b44d2b52a3f3422,Closed,101000,LOAN,03,3,483c9c771889b9e03266a92182658393,false,2014-05-21
3a243e88fea279339465e9cb4465b4e6,Closed,101000,LOAN,03,30,483c9c771889b9e03266a92182658393,false,2018-02-06
ee1d46c40acd91190839ae8522bfb455,Closed,101000,LOAN,03,14,483c9c771889b9e03266a92182658393,false,2015-08-18
ab29f87af4859e838f23b70243b71c6a,Closed,290000,LOAN,01,32,483c9c771889b9e03266a92182658393,false,2008-12-03
da8c57d5330523d3afb969a076fb96f6,Closed,290000,LOAN,01,38,483c9c771889b9e03266a92182658393,false,2017-08-13
131bca9cb7e6596d49f6b3af81005649,Closed,290000,LOAN,01,13,483c9c771889b9e03266a92182658393,false,2018-09-19
c9628449bdceb538d1de21d3b26d40c4,Closed,290000,LOAN,01,5,483c9c771889b9e03266a92182658393,false,2013-04-28
7a9899b2e6a6a9818084c935f7b0e52e,Closed,290000,LOAN,01,16,483c9c771889b9e03266a92182658393,false,2012-04-19
f4169c213d90290d4a92678fa0a243e5,Closed,290000,LOAN,01,3,483c9c771889b9e03266a92182658393,false,2021-08-16
97bfa8ed9531bde342b2efc8e90bdbca,Closed,290000,LOAN,01,3,483c9c771889b9e03266a92182658393,false,2019-03-01
d95061aec55ba603a58f5ada748a51d2,Closed,290000,LOAN,01,968,483c9c771889b9e03266a92182658393,false,2016-02-21
375366beccb71bf4de0778d2e3e78de7,Closed,290000,LOAN,02,174,483c9c771889b9e03266a92182658393,false,2020-04-21
36cb35e655c9e9daaa710fd3f0c197d1,Closed,290000,LOAN,02,178,483c9c771889b9e03266a92182658393,false,2018-03-01
51af30650cdd37c3db710566c75c158a,Closed,290000,LOAN,02,41,483c9c771889b9e03266a92182658393,false,2021-10-29
ecb078b1d10dc7c07680e8008bb9587d,Open,290000,LOAN,03,0,483c9c771889b9e03266a92182658393,false,2012-06-24
283a3dc3046a81ed274b2d2567ed5ecb,Closed,290000,LOAN,03,93,483c9c771889b9e03266a92182658393,false,2008-12-28
42e31fe2eaf7a9ddbe8eac1719016c25,Closed,290000,LOAN,03,122,483c9c771889b9e03266a92182658393,false,2011-12-23
96918025b4e6d804dd9cc49ec6db9643,Closed,290000,LOAN,03,46,483c9c771889b9e03266a92182658393,false,2013-10-20
2e2df8681fd8397acc475f99d0091f37,Closed,290000,LOAN,03,25,483c9c771889b9e03266a92182658393,false,2017-01-28
942356719d327c4ecef8f7bdb9c77b25,Closed,290000,LOAN,03,18,483c9c771889b9e03266a92182658393,false,2019-02-24
c9a357f8f975947b0595bc6fd5cb4f3c,Closed,800000,LOAN,01,299,5394c9f062b6bee12cee433141b5adf2,false,2014-10-31
b8a976c2dacf66a16ec52be2ad4ec6f3,Closed,800000,LOAN,01,176,5394c9f062b6bee12cee433141b5adf2,false,2014-03-30
b655823f79f3873059673147f751f5d2,Closed,800000,LOAN,01,9,5394c9f062b6bee12cee433141b5adf2,false,2009-12-02
6a33ca84cd546b050b58c3e95549b6d2,Closed,800000,LOAN,01,38,5394c9f062b6bee12cee433141b5adf2,false,2014-06-15
47fbe275dfc9325128a5e08937c9787c,Open,800000,LOAN,02,0,5394c9f062b6bee12cee433141b5adf2,false,2014-12-05
ef3c614c4cb3f0919f8d0fd90d4e0f2a,Closed,800000,LOAN,02,5,5394c9f062b6bee12cee433141b5adf2,false,2012-07-04
8d95b729cbf2446df3324db5c5cb0e4a,Closed,800000,LOAN,02,61,5394c9f062b6bee12cee433141b5adf2,false,2016-03-05
54785ab74fdafaafd85d5db8fc1bc228,Closed,800000,LOAN,02,810,5394c9f062b6bee12cee433141b5adf2,false,2014-05-15
7f9d8de0a95c7c44797f31ea8f6f804f,Closed,800000,LOAN,02,4,5394c9f062b6bee12cee433141b5adf2,false,2016-06-06
dcba0cf0d3122d8bd9f8808064217f90,Defaulted,800000,LOAN,02,43,5394c9f062b6bee12cee433141b5adf2,true,2010-12-08
74afee5bb01b30043afba1ce1c305072,Defaulted,800000,LOAN,02,734,5394c9f062b6bee12cee433141b5adf2,true,2010-01-28
7a30194945b7cbdbdd50b4acb686f6eb,Open,800000,LOAN,03,0,5394c9f062b6bee12cee433141b5adf2,false,2015-08-07
9f785af89786985c5c555a668bcfbb4f,Closed,800000,LOAN,03,16,5394c9f062b6bee12cee433141b5adf2,false,2015-07-27
28481cacb40c2ff236c1f67891ed3693,Closed,800000,LOAN,03,3,5394c9f062b6bee12cee433141b5adf2,false,2004-08-27
720c6f136c5d8fd328b271968697d5b6,Closed,800000,LOAN,03,23,5394c9f062b6bee12cee433141b5adf2,false,2013-12-18
3ab7bf1fd5ad4c4f98b2037059ed620a,Closed,800000,LOAN,03,34,5394c9f062b6bee12cee433141b5adf2,false,2014-01-11
a7c21bcc8dfac37ba01de191df400ecd,Closed,800000,LOAN,03,93,5394c9f062b6bee12cee433141b5adf2,false,2016-06-15
692b5bea33e060a7554537d05b77d2ea,Closed,800000,LOAN,03,34,5394c9f062b6bee12cee433141b5adf2,false,2010-11-21
45f49c8c09e97d5dba7d24ebdf4027ac,Closed,800000,LOAN,03,152,5394c9f062b6bee12cee433141b5adf2,false,2006-10-02
6e5be038ddd84d4f07e67fca02c44fb5,Defaulted,800000,LOAN,03,606,5394c9f062b6bee12cee433141b5adf2,true,2012-12-16
34490ed24fae5b6de237c3b5b990e803,Closed,10000,LOAN,01,9,5394c9f062b6bee12cee433141b5adf2,false,2008-07-25
49d004fe19dc623acf9e41a134151192,Closed,10000,LOAN,01,17,5394c9f062b6bee12cee433141b5adf2,false,2010-02-17
a67697464cda725008475558371217a1,Closed,10000,LOAN,01,582,5394c9f062b6bee12cee433141b5adf2,false,2017-05-04
e65d301a9c3e97ecc9aa7a349f75fca1,Closed,10000,LOAN,01,177,5394c9f062b6bee12cee433141b5adf2,false,2017-01-17
ffaee69cf29b2103d890a2fb45858491,Closed,10000,LOAN,01,23,5394c9f062b6bee12cee433141b5adf2,false,2015-10-31
c44111b405d885669dd20edcfb409eeb,Defaulted,10000,LOAN,01,999,5394c9f062b6bee12cee433141b5adf2,true,2014-05-23
4b139ada81c77f4bdbf4eaf0cef4b90b,Closed,10000,LOAN,02,162,5394c9f062b6bee12cee433141b5adf2,false,2010-02-18
bd1265185948fa9994224e1a27d1007a,Closed,10000,LOAN,02,75,5394c9f062b6bee12cee433141b5adf2,false,2017-01-24
ed47395c704f9d18e9bb2beac7cb12c2,Closed,10000,LOAN,02,16,5394c9f062b6bee12cee433141b5adf2,false,2018-08-07
efdaeb238d3f9b7b4f7d50e0f5808888,Defaulted,10000,LOAN,02,101,5394c9f062b6bee12cee433141b5adf2,true,2013-06-16
9f49bdf59430ad7387d3eff3566f4844,Closed,10000,LOAN,03,3,5394c9f062b6bee12cee433141b5adf2,false,2021-11-24
d1129d0a9ee15bf39d37495ac9bc489f,Closed,10000,LOAN,03,3,5394c9f062b6bee12cee433141b5adf2,false,2014-01-29
56eccca9713b52db30641182d6098c4e,Closed,10000,LOAN,03,21,5394c9f062b6bee12cee433141b5adf2,false,2012-03-21
79eea44a3042b95dd5decd667c144b6d,Closed,10000,LOAN,03,17,5394c9f062b6bee12cee433141b5adf2,false,2013-06-25
181020e4745301fb6e7ac91409e110d7,Closed,10000,LOAN,03,68,5394c9f062b6bee12cee433141b5adf2,false,2016-08-01
1949682efc1878de227a7397a33b397d,Defaulted,10000,LOAN,03,515,5394c9f062b6bee12cee433141b5adf2,true,2015-10-04
6bd3fddafbcf056e8cdf883714296482,Closed,265000,LOAN,01,893,5394c9f062b6bee12cee433141b5adf2,false,2016-07-19
e345502b5063b4cb9dd7100d635cf388,Closed,265000,LOAN,01,156,5394c9f062b6bee12cee433141b5adf2,false,2015-10-05
4d0c20ef1796c47bb9fccd3354f0dbb9,Closed,265000,LOAN,02,169,5394c9f062b6bee12cee433141b5adf2,false,2016-09-23
a10671e2aae566a6d6b87e3866d27650,Closed,265000,LOAN,02,213,5394c9f062b6bee12cee433141b5adf2,false,2010-08-26
8513091fce5c772e3947a333b1a33dd5,Closed,265000,LOAN,02,80,5394c9f062b6bee12cee433141b5adf2,false,2019-03-12
13e743a0d8fbafd262eb88f2c557e9ea,Closed,265000,LOAN,02,13,5394c9f062b6bee12cee433141b5adf2,false,2013-09-03
5dad92cea38f5783b7ae5ad12e8dffe2,Closed,265000,LOAN,02,261,5394c9f062b6bee12cee433141b5adf2,false,2017-05-15
7eaf69b9242c30304a3b411c1a417523,Closed,265000,LOAN,03,49,5394c9f062b6bee12cee433141b5adf2,false,2015-10-07
8bc7614d06ba116e37dec198b6da7f83,Closed,265000,LOAN,03,9,5394c9f062b6bee12cee433141b5adf2,false,2010-03-24
92ebbb0b6b6c6e27776f4f2032438958,Defaulted,265000,LOAN,03,219,5394c9f062b6bee12cee433141b5adf2,true,2015-07-14
47970421b4272484743be2ba0e9a5ec5,Open,101000,LOAN,01,0,5394c9f062b6bee12cee433141b5adf2,false,2011-10-03
6eb8941e176626aeec7c7606091d3e4f,Open,101000,LOAN,01,0,5394c9f062b6bee12cee433141b5adf2,false,2015-07-06
6a1e66ad99573fc7963a6ee379517332,Closed,101000,LOAN,01,107,5394c9f062b6bee12cee433141b5adf2,false,2014-09-16
60a335ed5695c609a13925be7540b19e,Closed,101000,LOAN,01,7,5394c9f062b6bee12cee433141b5adf2,false,2018-12-27
4543eccf8c3ff1afb72739241c44b112,Closed,101000,LOAN,01,14,5394c9f062b6bee12cee433141b5adf2,false,2010-06-22
5abcebf38b2cefded2680bf32ac68448,Closed,101000,LOAN,01,4,5394c9f062b6bee12cee433141b5adf2,false,2021-08-23
f13e49802f855f9e8566be4d8949daac,Closed,101000,LOAN,01,99,5394c9f062b6bee12cee433141b5adf2,false,2015-03-13
b5170ecd1632ea3cd65acf922df38be6,Closed,101000,LOAN,01,71,5394c9f062b6bee12cee433141b5adf2,false,2011-04-19
10aea1a1d367921873b5c51c367037ec,Closed,101000,LOAN,02,30,5394c9f062b6bee12cee433141b5adf2,false,2017-03-27
3c9424ff520ed1993407077ddeb3628d,Closed,101000,LOAN,02,70,5394c9f062b6bee12cee433141b5adf2,false,2013-02-02
0857d25070da6132434903d8f7e5d2dd,Closed,101000,LOAN,03,3,5394c9f062b6bee12cee433141b5adf2,false,2012-08-14
e038f11ef0dae263edf3b487b0691959,Closed,101000,LOAN,03,10,5394c9f062b6bee12cee433141b5adf2,false,2020-09-10
efa7d6cc636623398ca101c7c797f720,Closed,101000,LOAN,03,548,5394c9f062b6bee12cee433141b5adf2,false,2015-01-29
3b6fc2218749a4995af1938e45b21176,Closed,101000,LOAN,03,20,5394c9f062b6bee12cee433141b5adf2,false,2014-01-24
a533208445f422014317e4e6ed2078fb,Defaulted,101000,LOAN,03,232,5394c9f062b6bee12cee433141b5adf2,true,2015-07-11
21f44e8f595a00dd974ba2699d189309,Defaulted,101000,LOAN,03,470,5394c9f062b6bee12cee433141b5adf2,true,2017-11-17
4fd87c43197f9765a786b8157b4c53bc,Defaulted,101000,LOAN,03,161,5394c9f062b6bee12cee433141b5adf2,true,2015-09-28
879369b30edfa5b78b5cb29c4f0e69c9,Open,290000,LOAN,01,0,5394c9f062b6bee12cee433141b5adf2,false,2014-05-20
d4e49a6f9cef4dc66fb3d7a6179937d7,Closed,290000,LOAN,01,33,5394c9f062b6bee12cee433141b5adf2,false,2004-09-09
8be7be3a52538b1728397c5b0bd1ce23,Closed,290000,LOAN,01,59,5394c9f062b6bee12cee433141b5adf2,false,2014-09-11
23f1ab0bf896967aa2d7a1231581b7c6,Closed,290000,LOAN,01,6,5394c9f062b6bee12cee433141b5adf2,false,2018-05-13
116ff1fa7db1928b7ef48c08c07f1873,Closed,290000,LOAN,01,55,5394c9f062b6bee12cee433141b5adf2,false,2011-12-06
ccc00e838ec2936be8b327526db5af28,Closed,290000,LOAN,01,43,5394c9f062b6bee12cee433141b5adf2,false,2015-09-17
b0181ed342c3e5d542f6fb5229d52166,Defaulted,290000,LOAN,01,999,5394c9f062b6bee12cee433141b5adf2,true,2015-04-06
6541ef2876e4a08a404188c0e6e3d1b1,Defaulted,290000,LOAN,01,803,5394c9f062b6bee12cee433141b5adf2,true,2009-01-04
d83db88aef521a84068402b6552d6c8f,Closed,290000,LOAN,02,5,5394c9f062b6bee12cee433141b5adf2,false,2018-03-23
8b068ab8742a050525aa404c0d9e97cd,Closed,290000,LOAN,02,9,5394c9f062b6bee12cee433141b5adf2,false,2021-02-21
3a2f5436d6999ad738c62e011adfc05b,Closed,290000,LOAN,02,10,5394c9f062b6bee12cee433141b5adf2,false,2011-10-07
b090eb0cf8b122e0096827e05723df57,Closed,290000,LOAN,02,649,5394c9f062b6bee12cee433141b5adf2,false,2000-04-01
8fdfa80e31b06668c5348f9a8b9432f3,Closed,290000,LOAN,02,4,5394c9f062b6bee12cee433141b5adf2,false,2021-09-13
5580c73cdb054bd2ff967ff4b8593b22,Closed,290000,LOAN,02,999,5394c9f062b6bee12cee433141b5adf2,false,2006-01-30
bacc2211805d4c7effc7b00df9cc5b26,Closed,290000,LOAN,03,139,5394c9f062b6bee12cee433141b5adf2,false,2012-09-26
abfcf10fe958e0c75f27a881fb6a3332,Open,800000,LOAN,01,0,6792899fdde2c790bc85d3aeb1a13786,false,2016-07-22
fb2e8c657de56257a30a38dc3159048a,Open,800000,LOAN,01,0,6792899fdde2c790bc85d3aeb1a13786,false,2013-09-11
