sec_number,property_state,property_type,valuation_date,security_value,contract_of_sale_date,security_type,security_status,account_number,security_rank,region,is_primary
df87a533042e55bc3a2091eab0ee1e8b,Texas,Flat,2011-04-21,129932,,Mortgage,Valid,e2ee88aa5a07f6b1418fa1b2d9d11b08,1,Southern Texas,true
2fda991871b31659befb956cba19fd37,Texas,Flat,2015-10-12,989068,,Mortgage,Valid,90bcbb57bc53d3e854b497b3a117cb38,1,Southern Texas,true
a5225adb9756035046a91f82b4d52890,Texas,Flat,2006-05-02,981243,,Mortgage,Valid,a3cb9f498567996690842d1782d10092,1,Southern Texas,true
66bd82cdfc976c2888de0a387fb2570a,Texas,Flat,2016-11-29,982252,,Mortgage,Valid,945007344f48ab0175d6a02152acc28d,1,Southern Texas,true
16e218d9eb6a6ad48f3597e6595ebfbc,Texas,Flat,2017-04-26,989542,2017-01-07,Mortgage,Valid,13950c273398e31f2b80ed15f243f871,1,Southern Texas,true
522a265c9d880531a5647c2b8c3154f5,Texas,Flat,2018-11-13,567073,,Mortgage,Valid,0d4148936ad6748b038378de4b4a448b,1,Southern Texas,true
aba04e296352ce809e69095a9317cee7,Texas,Flat,2018-08-03,985718,,Mortgage,Valid,081125bb16e68772a01c5bf50d059396,1,Southern Texas,true
c32dd806e39c3edfecc9c5e7f904135f,Texas,Flat,2016-09-29,568471,,Mortgage,Valid,074a09deaf8b410c3ad1a35b77fb541b,1,Southern Texas,true
481d61bc5f9be1f1edf497133e7be93f,Texas,Flat,,226121,2018-11-03,Mortgage,Valid,eac931e4000c5764fc125903999c6205,1,Southern Texas,true
f3429244636d17a3b47da623b10edd42,Texas,Flat,2017-04-03,124157,,Mortgage,Valid,8b78e92c8843792bd0efd45cb538a935,1,Southern Texas,true
de6f75ddbda54dcf05cb061b845e911f,Texas,Flat,,984927,,Mortgage,Valid,38ec6540c870f1f8c36e0cadaa4aed3b,1,Southern Texas,true
60eb09bd1b949bfd9c94a40c30a12077,Texas,Flat,2019-01-01,229538,,Mortgage,Valid,5027d33e86ee5d6847c1ab51426d21b9,1,Southern Texas,true
1ef2cc853abbb8a5425202dd464ead9d,Texas,Flat,2017-09-05,120642,,Mortgage,Valid,ddcd372b555933045ce23fc5ef3e7569,1,Southern Texas,true
02cd978c2fedd0153f3ac631af2173de,Texas,Flat,2016-01-25,561989,2016-07-02,Mortgage,Valid,b7713cdcc82638fa2f9b338b4adaa501,1,Southern Texas,true
867de5dd452677ac1ad381e20cf8c7af,Texas,Flat,2013-05-02,221564,,Mortgage,Valid,d9be2689855c4104e4267794d84179e1,1,Southern Texas,true
23798b9cc02c6815249615f9b87247a0,Texas,Flat,2003-11-08,127048,,Mortgage,Valid,1f9ba1b34c62bba08b8fc282ace8c0ad,1,Southern Texas,true
4b52252a301eee4debcfc2e5cb488f30,Texas,Flat,2006-03-04,560543,2006-03-11,Mortgage,Valid,54d98463ba8178149edb89e3fc0bb15e,1,Southern Texas,true
5ab6b7afa21e40aac0c6a5c75b2cc964,Texas,Flat,2016-01-14,128432,2015-06-30,Mortgage,Valid,344e8ea306216e6994130d337797e7e7,1,Southern Texas,true
73e5ee89269b7c28749cad3acf93cad4,Texas,Flat,2021-08-19,566748,,Mortgage,Valid,c161887ba3192a76eca37c29d1531d72,1,Southern Texas,true
aa8a30694029403e7dd0750c673c582e,Texas,Flat,2016-06-18,227589,,Mortgage,Valid,d2d6ec2b2cc9300d685c3b932c46d845,1,Southern Texas,true
556ecfbf8a643ec79dfc036a606b8df9,Texas,Flat,2016-11-06,229215,,Mortgage,Valid,069f988c12d0cafe966ffa5b60b4350a,1,Southern Texas,true
0970ed41c0b41764f5e54f1820d0a692,Texas,Flat,,123157,2018-06-22,Mortgage,Valid,851438bce13c54ba276e826e008bcfaa,1,Southern Texas,true
fb231545468fad27cd519ad13eeea91e,Texas,Flat,2018-10-24,563395,2018-08-25,Mortgage,Valid,4f520406f2e0eccd9ab87ca5ab18cc25,1,Southern Texas,true
7898ca5742c30407c2cbc56f11ea9725,Texas,Flat,,229707,,Mortgage,Valid,d9a76182d3751ced22684a38abf9b245,1,Southern Texas,true
3416dd5f096df83b62582f6f7f90f009,Texas,Commercial property,2016-04-02,220460,,Mortgage,Valid,e769a20ca04b8e9cd7e059df71cc3c2d,1,Southern Texas,true
f4f269ec97e8286fa65ec9a4ff19185e,Texas,Commercial property,2006-12-13,128175,,Mortgage,Valid,4d613c0c71c4ebd4c3a0e67879219aef,1,Southern Texas,true
32004a58881e930e6ecc13549a20350e,Texas,Flat,2019-12-01,984166,,Mortgage,Valid,5f81e2c8cb700f65f10dd1dde10bbd4a,1,Southern Texas,true
b4925824f8ac25a70a6344fb7e5095b6,Texas,Flat,2016-06-08,568477,,Mortgage,Valid,621d6037ebb142359c4a36f1645f7941,1,Southern Texas,true
ca99b343e612a0292fcf7cbbafcc416e,Texas,Detached house,,983612,,Mortgage,Valid,814b889d6aeb89ca5b55c0caef42fba3,1,Southern Texas,true
b9fa64e76ce5d688039c7f729ad9c952,Pennsylvania,Flat,2013-01-14,124372,2013-02-25,Mortgage,Valid,b22ffe54f46679d6e97cdb94f374d015,1,Southern Texas,true
7bba948aa22e49c39184fc4a9161d88c,Texas,Flat,,126677,2016-09-26,Mortgage,Defaulted,e69b1c07d2b9aa21dbd8f5afeeb2fe0f,1,Southern Texas,true
c77e6520d96e0653ad387c0f7b5027dd,Texas,Flat,2015-11-30,125497,,Mortgage,Valid,e3fbcced63451f8127825ad11d2c73ce,1,Southern Texas,true
575e82f8d9735ae096d36319ef4f9c08,Texas,Flat,2015-01-17,128520,2012-11-16,Mortgage,Valid,15ca01ab392b9440cd306ed285ebe96b,1,Southern Texas,true
7c7923ec29d7dfccd0727679b72df6ae,Texas,Commercial property,2017-12-26,563370,,Mortgage,Valid,f0916d9523a50ccbc2e6c56dfe14f0ab,1,Southern Texas,true
2c91dda29da00bd5e1c0ff8465abfe87,Texas,Link semi detached house,2015-03-01,127942,,Mortgage,Valid,bfc421beccd0b2e2bd6d66491b9c5fe0,1,Southern Texas,true
fd69a94a953628c2e8c83029c4b8635c,Texas,Flat,,125154,2018-06-15,Mortgage,Valid,b8be06ab8454434393eaab4c857ae85d,1,Southern Texas,true
f82bb5aa936410924de11b9ecb8c6c2a,Texas,Flat,,223612,2016-02-20,Mortgage,Valid,8e74def617f7d86d4d9e11f90aba0d49,1,Southern Texas,true
9b252df287527885c3654c8a2b3c66a9,Texas,Flat,,220245,,Mortgage,Valid,58e8d62d9f83778cab42f8e8267b33ed,1,Southern Texas,true
c4049b6a53af72d62c9bd58a441ca5f9,Texas,Flat,2016-11-14,985373,,Mortgage,Valid,cd3e7a29a062911ab31a74e85bffbcb9,1,Southern Texas,true
ba9182ba3db4d7dcae2b7f010956c09b,Texas,Flat,2014-09-06,561967,2014-07-30,Mortgage,Valid,15d665ed9a1a1c202f986b7f2ad9280a,1,Southern Texas,true
b37efc51cb5cf42c28b9fdb3bfad8455,Texas,Flat,2008-12-31,981243,,Mortgage,Valid,5cd8ffd4a18385fc5da320495ffa41c4,1,Southern Texas,true
64b572e5dbeb0c0a03e886ae7e1c233d,Texas,Commercial property,2017-12-09,221588,2014-01-12,Mortgage,Valid,eb17dc4f9decb70e7a5959ad9ea4dc3e,1,Southern Texas,true
69f689c9588ffdcbd1374b0581726e72,Texas,Flat,2018-01-22,569050,,Mortgage,Valid,1f3e887ddbd8d49068e7b2bf095a760e,1,Southern Texas,true
0584629dcca0aa9fbc4250b83252d403,Texas,Flat,2007-01-30,560216,2005-12-06,Mortgage,Valid,f79e7fb87014b61ee74ae746fe1078d3,1,Southern Texas,true
69aed7853b0709992284d85f990dbd80,Texas,Flat,2014-09-16,985530,,Mortgage,Valid,3d16ef94433304cf7626956a33d899bd,1,Southern Texas,true
1134087df06906d3f2b646327d1a696e,Texas,Flat,,568677,,Mortgage,Valid,8232be10d1c5388f4089cc200c1be9ee,1,Southern Texas,true
d715ee8701e234dd1aabc77cd9eb10e3,Texas,Flat,2017-04-02,221491,,Mortgage,Valid,dfa722392ed554493b0818664877460c,1,Southern Texas,true
6f7bbb04285e02485d5de87debca11a0,Texas,Flat,,981753,2014-05-18,Mortgage,Valid,80b84bcf70a74bcbfbaf781e52ecdece,1,Southern Texas,true
c278742ab2487eebcd0e2c21dcfacec2,Texas,Flat,2019-04-08,564135,,Mortgage,Valid,a6a235f0c751304f47ccb6a042196449,1,Southern Texas,true
25caf8df71cde3025698dd2142ef9d82,Texas,Flat,2018-07-16,227966,2017-11-28,Mortgage,Valid,397be592cf9b50e4a0cf6c87d6f18089,1,Southern Texas,true
f37b6785ea8177502ef10c184619a3f3,Texas,Detached,,222939,,Mortgage,Valid,1e1ad32e79b64f3ce50de200f07f2daf,1,Southern Texas,true
75ed2971e0917d9f6e88436c47f31382,Texas,Flat,2009-05-15,984901,,Mortgage,Valid,f8fc7dea7b8c508be95004910f6ee59b,1,Southern Texas,true
f6a610d2889fcfe87913babdd606d9ae,Texas,Flat,2017-03-27,983982,,Mortgage,Valid,f5f4dc92f28521101dc1326bfd11940b,1,Southern Texas,true
dba160b3db352824e0ab1714c158ee5c,Texas,Flat,2019-03-19,228563,,Mortgage,Valid,3227eef8b0549ebaad9aff45095ff07e,1,Southern Texas,true
78de16358a5ef332b956bff1927d4207,Texas,Commercial property,2007-03-04,122112,,Mortgage,Valid,6c0668fdc8115ec415ce85ee22ff0dcd,1,Southern Texas,true
6b11d62f76e80b88d0c9cc4310e8afa9,Texas,Flat,2019-12-11,985973,,Pledge,Valid,be84a848627a3f7a41914ee70594a4a2,1,Southern Texas,true
c7934bb3330c3c3002906620ff22abdb,Texas,Flat,2018-10-19,226873,2018-07-02,Mortgage,Valid,2be4696b6ae1ab7ff2b3490966c3b0a7,1,Southern Texas,true
61f4fc11fa5465285419317079303da8,Texas,Flat,2015-09-01,120137,,Mortgage,Valid,130289193ec0d055c26b38bde1c221c4,1,Southern Texas,true
c4607e8caa1ede23f1a174c2f0917b22,Texas,Flat,2014-02-17,122625,,Mortgage,Valid,016f64964d2fa4468f0c913c98d9d3c7,1,Southern Texas,true
7fc80e279cf93fcb8eea724402f19fb1,Texas,Flat,2016-03-16,989213,,Mortgage,Valid,b0c53110635c5c0251151b5bc8dce746,1,Southern Texas,true
ed8fc42adbb8cb47db440a51ebcacc7a,Texas,Flat,2017-01-14,226380,,Mortgage,Valid,2b2edc71fb9e6eb7fa5ce3a92cbed76f,1,Southern Texas,true
c3c53766d07241e56b551c2b6e48e426,Texas,Flat,2010-11-04,220738,2010-06-16,Mortgage,Valid,88ce7168b75d440a9f4fa3f6bbd91cda,1,Southern Texas,true
8cb3a611166fc704c67b9c7aac8aae0c,Texas,Commercial property,2014-02-09,981866,,Mortgage,Valid,4ad50c82cfc6783f433d7b52171cd32b,1,Southern Texas,true
72ad8ecaa98e6bae7d4e625ccf644e52,Texas,Flat,2017-01-02,126606,,Mortgage,Valid,260926619037923c3a200e3a02be73a6,1,Southern Texas,true
d21fbb86d16289da03b5ac0ca2ea5ee9,Texas,Flat,2015-01-21,569630,2015-07-03,Mortgage,Valid,900aff43b65d6197aaef7a1da014b4b4,1,Southern Texas,true
4ab9f942fcf25502d1b1a75f31a7ce7f,Texas,Flat,,566186,,Mortgage,Valid,9e9d2500760211ca7bfc49835598da4f,1,Southern Texas,true
0a3ad52b708b1d67782066e05ce2d261,Texas,Flat,2008-12-07,989446,,Mortgage,Valid,a69e3c02d529c14dd47cfeb9fa73efd8,1,Southern Texas,true
18488b42bb26eb86bba2d162d8896211,Texas,Flat,2012-01-02,228251,,Mortgage,Valid,4e044af67612506e64da8b5f15781536,1,Southern Texas,true
c0ec4bb07c0de2607199c45abd792969,Texas,Flat,2012-10-05,989377,,Mortgage,Valid,857fcf496ef26b1bc79b72c63726a0b5,1,Southern Texas,true
b59bef8c8d191753ab9fdb763abfffcd,Texas,Flat,2017-10-04,988291,,Mortgage,Valid,fb595e52db8e0fa1fb97f7786fa155b5,1,Southern Texas,true
013ce60f306a390682871a9c56cdb5c2,Texas,Flat,2012-11-29,122856,,Mortgage,Valid,840262e6f3c8f381d0d0d3d9e34faa5b,1,Southern Texas,true
c3caaea15f37b0c628faf8d585ee1177,Texas,Flat,2018-09-05,562346,,Mortgage,Valid,0a5ff4429a660c6d1cc796bfc90bc43e,1,Southern Texas,true
df21f7b28ea4a35a725c6bc5894ab4b3,Texas,Flat,2021-04-13,569380,,Mortgage,Valid,483c5a8a466a80f84f814096f6916abb,1,Southern Texas,true
b133b7cf49c0d4880a0a786cb66ea365,Illinois,Flat,2015-08-11,123789,,Mortgage,Valid,4fd87c43197f9765a786b8157b4c53bc,1,Southern Texas,true
990e7fb6cc4d11fd4d30145b7bc102ae,Texas,Flat,2017-05-10,986342,2016-09-24,Mortgage,Valid,d2f23ef8384804e7f5044edbd25536e0,1,Southern Texas,true
daa802595c637e7275ff663864b49f10,Texas,Semi detached house,2018-05-30,121988,2012-09-17,Mortgage,Valid,a5d91a1a769833ffda5c1184f060f246,1,Southern Texas,true
47790544f37590ff0aa3e0bf438e9368,Texas,Flat,2019-02-06,981316,,Mortgage,Valid,8d5950eeee5c841d194d26379db84d45,1,Southern Texas,true
3d50104ac292404915bc80816059b167,Texas,Flat,2015-06-12,568693,,Mortgage,Valid,f285ffe3def3284eaedc5f44510e2f3d,1,Southern Texas,true
39e4862019ebcae7324404a74760ab6e,Texas,Flat,2016-05-06,561779,,Mortgage,Valid,cdc0dab6fb259dc5189ce3410a55b40c,1,Southern Texas,true
7919c33e9dc0b6b98535619579abd5f8,Texas,Flat,2018-08-21,223347,,Mortgage,Valid,48a5607230a21ea0bcfaa0ba7291ea26,1,Southern Texas,true
3142b04e84cd9d256954fa1c565949de,Texas,Flat,2021-12-15,128793,2018-12-04,Mortgage,Valid,df2945d6761d475a748b80de36d7fcfc,1,Southern Texas,true
ed6b59a9f9bb0cadf2a4427077957d16,Texas,Flat,2007-10-07,560481,,Mortgage,Valid,e9df5feb2c47645e552f6c20ec91689d,1,Southern Texas,true
4bc04f42129a0b6e5b38c137c210cfd6,Florida,Flat,2021-10-17,221999,,Mortgage,Valid,e6c893a5d3173c826a28d3960e160713,1,Central Florida,true
75a6dfe41630c43884254516aea0c295,Illinois,Flat,2014-10-17,220530,2013-05-05,Mortgage,Valid,818f7884f9940e057584289c722897e3,1,Central Illinois,true
508ccf60b8de1c83a98f575a5ac0d3fc,New York,Detached house,2018-01-09,560977,,Mortgage,Valid,8a3a398f5dbc281f010447517ec571d4,1,Central New York,true
d68c96fa2eb6dc6b6801cdbcf738cbd6,New York,Flat,,221212,2016-09-12,Mortgage,Valid,a75c64709a531e6da4043335b0a1a97d,1,Central New York,true
8277073181fa08b60502fc8705762ee8,New York,Flat,2016-08-22,127726,2016-02-23,Mortgage,Valid,22e217ae203f13aa7158e58782f8e559,1,Central New York,true
cd0582ff9e54cefa9c1f874c77747a26,New York,Flat,2020-12-26,225965,,Mortgage,Defaulted,fc89122ecc670aadc9b093b275ee235d,1,Central New York,true
64294a4a1df5e626809976bcae75906b,New York,Detached house,2015-08-09,223266,,Pledge,Valid,a0579a4e08382a6659ee3204677a124d,1,Central New York,true
27ecc431e4c4934972ec6b3eb9544b08,New York,Flat,2020-01-06,123450,,Mortgage,Valid,6b9b844cde683f2e8b5cbf6f4361c901,1,Central New York,true
68585b7710500725bb0c40eeb4516c20,New York,Flat,2017-10-21,565622,,Mortgage,Valid,8c55f9a4459539e51ca019089787fb34,1,Central New York,true
6077f6cc8d167b7f82d6351151409767,Florida,Flat,2017-06-04,561978,2002-09-06,Mortgage,Valid,c38d5bafc76c8826058c10b1d86d8ae8,1,Southern Florida,true
32232f34c62a76088435f773dc7434e9,Florida,Flat,2016-10-01,224946,,Mortgage,Valid,f6fe9c1f15e1d69275f8ee0a73b50403,1,Southern Florida,true
0cdec39b12c4103004a759ff2823a305,Florida,Flat,2018-08-28,562619,,Mortgage,Valid,954bf0ee86973c860bf4eb39c545df9f,1,Southern Florida,true
9c41687694d09440614c299233a39718,Florida,Flat,2017-07-17,986743,2015-04-24,Mortgage,Valid,d61342e70d7d0b467fba422387acb565,1,Southern Florida,true
af9307b2b428bfbf1cf0fdd794f270db,Florida,Flat,2006-02-27,982330,,Mortgage,Valid,0b1c2da0d3c19c28688dad247b169c92,1,Southern Florida,true
694ff407f5469490e402efcac45510ed,Florida,Flat,2012-10-22,980684,2010-12-11,Mortgage,Valid,be49ecb15bdb9c6e263a5af7e010849a,1,Southern Florida,true
7756383664e6a16e8744e6e0a135f2b3,Florida,Flat,2012-06-10,127076,,Mortgage,Valid,f18b7e4e3cec3cc6ffe2850551bd9e63,1,Southern Florida,true
eabbf0bd97ce9606909dadbbd3930e3d,Florida,Flat,2017-09-23,567098,2015-12-12,Mortgage,Valid,748f9a71b90136fbf46e81c7ebf35dff,1,Southern Florida,true
10f8d96ea677f1be95bdbc72c349b53d,Georgia,Flat,2011-09-26,983317,,Mortgage,Valid,860c91dfbae7da9706a1cc3d172e0b86,1,Southern Georgia,true
f42794695f83b46bb09366fdde21dfc4,Georgia,Flat,,222934,,Mortgage,Valid,57d24c9ec9bb1cba7a580cfbcaf57a3e,1,Southern Georgia,true
6b761f943055a5e43e841d9dc3df72b8,Georgia,Flat,2015-09-04,227327,,Mortgage,Valid,368bbc581a27968fed637cf82f8f9c49,1,Southern Georgia,true
7b38dcdd20ede0b1284d08adda939170,Georgia,Flat,2009-09-01,227450,2002-11-27,Mortgage,Valid,f59aed7bb7170fa25804085033b8288c,1,Southern Georgia,true
0172b25d4aee219aad77ac8e8859716f,Georgia,Detached,,561066,,Mortgage,Valid,06947464e0a9c5d091873463c853532f,1,Southern Georgia,true
7a89c2a5a446cab355204d727a02ab33,Georgia,Flat,2018-06-04,988497,,Mortgage,Valid,ab31ab2660856ae051c9a5f8ae305279,1,Southern Georgia,true
629fff84b076e6489cf88a44d14cf7d8,Georgia,Flat,2011-11-23,561924,,Mortgage,Valid,64646ac4b943da302c40ec3cad888294,1,Southern Georgia,true
e4ba9ad192fcd382e41b3de513811d6f,Georgia,Detached,1997-06-02,984972,,Mortgage,Valid,9d8ae42bff9abd5474d57a450ad9f987,1,Southern Georgia,true
a9b2fe814464bb5c6325b119b3189d21,Georgia,Detached,,566214,,Mortgage,Valid,e1d536b872a6228df5a3e7464f5b95fd,1,Southern Georgia,true
cb12c8332cc13d55c36ea3699f984301,Georgia,Flat,2007-06-02,226189,2003-09-27,Mortgage,Valid,442a5435515bf71961bf43862d833730,1,Southern Georgia,true
9ada1e20aaf877196658f9a6b050c46d,Georgia,Detached,1997-09-17,988734,,Mortgage,Valid,a3c282a4a1467403a2c02cc74a067416,1,Southern Georgia,true
ebe36f86004db3d910f4b1560b0a2b32,Illinois,Flat,2006-10-18,227988,,Pledge,Valid,45f49c8c09e97d5dba7d24ebdf4027ac,1,Northern Illinois,true
aff2e37eaca9addf05f2c34b780f3699,Illinois,Flat,2014-12-07,223076,2013-12-13,Mortgage,Valid,3823fd84d5225d889fd90ac3742a88f0,1,Northern Illinois,true
78766948ccbcd1115b34b709bcd71144,Illinois,Flat,2016-02-08,228604,2015-06-21,Mortgage,Valid,7eaf69b9242c30304a3b411c1a417523,1,Northern Illinois,true
d5a8f2c4ec8d41b636a9e7f57569a6e7,Illinois,Flat,2015-05-11,228374,,Mortgage,Valid,36d05ee224d455f7a3ba28db9bdf89e9,1,Northern Illinois,true
1a61fc01ed4e4f229a37cca06e7855d2,Illinois,Flat,2017-07-26,122231,2007-07-30,Mortgage,Valid,e7abc774a3058e3ad55f8139e5d16045,1,Northern Illinois,true
74e63b7ea889c61e53e86e35d15f20c2,New York,Flat,2017-02-22,561671,2017-11-13,Mortgage,Valid,da8c57d5330523d3afb969a076fb96f6,1,Northern New York,true
e4f809891abc418ba5ca19a0125975ae,New York,Link semi detached house,2021-12-21,122502,,Mortgage,Valid,3a243e88fea279339465e9cb4465b4e6,1,Northern New York,true
c87b13613340d816b16f55d7cbbcf8ca,New York,Flat,2014-08-18,987967,,Mortgage,Valid,3d8ffab97ba08fba5110d8ec0903b66e,1,Northern New York,true
d6db5fa997aff0df0abcf601783421c9,New York,Flat,2013-10-26,986932,,Mortgage,Valid,d6301abed67e69967976c0e7ab42bf45,1,Northern New York,true
30caca3347a05bddcf8855403295011a,New York,Flat,,562079,2020-09-22,Mortgage,Valid,66198512d0c10bdc3053d2674791a0c5,1,Northern New York,true
b58001588cdf9fdef53490f26bfc0340,New York,Flat,2016-04-01,122740,2015-02-21,Mortgage,Valid,20c69eedcf6c1084ced275b9980a770f,1,Northern New York,true
602518fa0f062df402050e5eacd66df9,New York,Flat,2018-09-08,227154,,Mortgage,Valid,7739b61fcbe866c0ab510500cc32b381,1,Northern New York,true
f0000b54ce66824462c8832b4c5854db,New York,Flat,2011-10-29,220991,2007-07-26,Mortgage,Valid,e02ab174a29266ae7ff2b65c6d4b6250,1,Northern New York,true
65c2878a8cbb4fbc24398bc1b9fdfb04,New York,Flat,2019-10-10,222030,,Mortgage,Valid,942356719d327c4ecef8f7bdb9c77b25,1,Northern New York,true
3e4e5bfe99e4dc90b29b230687bca63a,Illinois,Flat,2010-01-01,125806,,Mortgage,Valid,79eea44a3042b95dd5decd667c144b6d,1,Southern Illinois,true
b2a0e81bbb9bbfaf1750a41c90b49ef3,Illinois,Flat,2015-10-17,986726,,Mortgage,Valid,5580c73cdb054bd2ff967ff4b8593b22,1,Southern Illinois,true
bb803315067552eaca230710da2bc059,Illinois,Flat,2020-08-07,981029,,Mortgage,Valid,23f1ab0bf896967aa2d7a1231581b7c6,1,Southern Illinois,true
cfde5788e90e6fab43440eb0faca30f9,Illinois,Flat,2016-10-26,985977,2016-07-08,Mortgage,Valid,e65d301a9c3e97ecc9aa7a349f75fca1,1,Southern Illinois,true
80446c774ef1c5df0e0c315c7d892f25,Illinois,Flat,2006-06-11,226000,,Mortgage,Valid,97e1de5d92dadaabf15402ffaf3a340b,1,Southern Illinois,true
0871c4818194764bfa888d50eca5eedd,Illinois,Flat,2020-01-28,987376,,Mortgage,Valid,8d95b729cbf2446df3324db5c5cb0e4a,1,Southern Illinois,true
21473b13b1ada8c572d4b139c865aa6e,Illinois,Flat,2013-12-03,563886,2013-08-01,Mortgage,Valid,b8a976c2dacf66a16ec52be2ad4ec6f3,1,Southern Illinois,true
fad5476d055a26a0cdf02ab18a090fac,Illinois,Flat,2015-06-08,124398,,Mortgage,Valid,3ab7bf1fd5ad4c4f98b2037059ed620a,1,Southern Illinois,true
aa7f9f2d01a9ba905891a1216ab52e7d,Illinois,Flat,2020-02-23,985336,,Mortgage,Valid,8be7be3a52538b1728397c5b0bd1ce23,1,Southern Illinois,true
b940bef5c4bcd9573b7a1b1a4b5a938c,Illinois,Flat,2013-10-18,988825,2014-02-18,Mortgage,Valid,9867cb05a959979d17a6f69df6b1a490,1,Southern Illinois,true
eeea37c34f78fb3ac62f1dec48d20bb8,Illinois,Flat,2013-10-22,560410,,Mortgage,Valid,66b55f082f72ee0cd916da98aadcad4e,1,Southern Illinois,true
01c286a7a7bf636bd667141ef639ddfc,Illinois,Flat,2007-09-05,129861,,Mortgage,Defaulted,d4e49a6f9cef4dc66fb3d7a6179937d7,1,Southern Illinois,true
f2b43f25134db2e0db28e390a56fd5b0,Illinois,Flat,2013-11-17,569561,,Mortgage,Valid,4f1071cb9569db0929b571e49c869e7e,1,Southern Illinois,true
c2d9059b09d9fa56247444ae19de1e93,Illinois,Flat,2015-11-04,125133,,Pledge,Valid,e345502b5063b4cb9dd7100d635cf388,1,Southern Illinois,true
d80bcd591f11b8f604b94b7c8b1808b3,Illinois,Flat,2006-02-12,565133,,Mortgage,Valid,02c45fa01bbbf4b7d3ed1af17bb1a1c3,1,Southern Illinois,true
19e73c2774b251024cdb266a66b1ba40,Illinois,Flat,2017-09-01,222239,,Mortgage,Valid,a67697464cda725008475558371217a1,1,Southern Illinois,true
4e4f679302770dcc39607e6701dfe07e,Illinois,Detached,2000-12-06,980364,,Mortgage,Valid,b090eb0cf8b122e0096827e05723df57,1,Southern Illinois,true
c15f624730f5b1246e56e399ae27ee12,Illinois,Flat,2015-05-22,569354,,Mortgage,Valid,7a30194945b7cbdbdd50b4acb686f6eb,1,Southern Illinois,true
146ec4c05381b361e407db6bd2895ebc,Illinois,Flat,,222174,2017-04-29,Mortgage,Valid,bd1265185948fa9994224e1a27d1007a,1,Southern Illinois,true
484110b9e2e503a2a11f2ba23f607abf,Illinois,Flat,2013-08-21,124307,,Mortgage,Valid,56eccca9713b52db30641182d6098c4e,1,Southern Illinois,true
43ca59cc2d03d3215015c293abc272cb,Illinois,Flat,2008-12-23,120395,,Mortgage,Valid,c5766f9015624ae3209e80da14bd7adb,1,Southern Illinois,true
f1b514ebb7a02978392f6e949a057c1a,Illinois,Flat,2020-07-15,569245,,Mortgage,Valid,c9a357f8f975947b0595bc6fd5cb4f3c,1,Southern Illinois,true
52641d05dd93e83529838f78055c24ef,Illinois,Flat,2009-01-03,228318,2008-04-09,Mortgage,Valid,1cf0860d784838eca5c432d149e98e45,1,Southern Illinois,true
1a42c5f4f6077f956ad23dd83ce7a496,Illinois,Flat,2011-10-01,566027,,Mortgage,Valid,74afee5bb01b30043afba1ce1c305072,1,Southern Illinois,true
92aa2454d4991ae86aa1f1793611219c,Illinois,Flat,2014-04-18,220178,,Mortgage,Valid,eb85ce1096209f28e6dcd9ca348c5720,1,Southern Illinois,true
f7bf392fbcb994df29ccdb08e45f4bcb,Illinois,Flat,2015-10-14,567152,2009-02-16,Mortgage,Valid,34490ed24fae5b6de237c3b5b990e803,1,Southern Illinois,true
579075abbebb7281fc7832fa08127860,Illinois,Flat,2014-06-18,129056,,Mortgage,Valid,13e743a0d8fbafd262eb88f2c557e9ea,1,Southern Illinois,true
a16f22480e38149c5b5cf0f8c720df88,Illinois,Flat,2015-12-29,986407,2008-05-21,Mortgage,Valid,6541ef2876e4a08a404188c0e6e3d1b1,1,Southern Illinois,true
046798d63db3b0f939759329d5ea8536,Illinois,Link semi detached house,2020-12-15,124038,,Mortgage,Valid,8035240e99a0d96519ef143742f77047,1,Southern Illinois,true
98f5aba7ca3aae8eb3cc95c92cb9e6ef,Illinois,Flat,2015-01-21,123857,2014-11-21,Mortgage,Valid,47fbe275dfc9325128a5e08937c9787c,1,Southern Illinois,true
3020eeb40643495cd7b98a854ffd4a14,Illinois,Flat,2015-12-08,989097,,Mortgage,Valid,0857d25070da6132434903d8f7e5d2dd,1,Southern Illinois,true
91aa99289370ec322d2bcead17e27b4a,Illinois,Flat,2010-03-06,226680,2010-04-20,Mortgage,Valid,692b5bea33e060a7554537d05b77d2ea,1,Southern Illinois,true
1b10d8622a5f9512f13b5d81b50f68bb,Illinois,Flat,2006-10-09,224098,,Mortgage,Valid,7b798f22ea261758363cf8326dbf6c89,1,Southern Illinois,true
2669830d58b096330dc55ffaa684a697,Illinois,Commercial property,2015-02-14,986074,,Mortgage,Valid,c0539d74257ab452d829f14ad3211cb6,1,Southern Illinois,true
4c76702f5df6db85ad3dcb59ca51cd3c,Illinois,Flat,2012-08-29,987298,,Mortgage,Valid,8bc7614d06ba116e37dec198b6da7f83,1,Southern Illinois,true
a1c250dee4802af259d23742fdc5be5a,Illinois,Semi detached house,2014-02-06,228862,2013-10-03,Mortgage,Valid,879369b30edfa5b78b5cb29c4f0e69c9,1,Southern Illinois,true
ea75f4bc1113124bbe67b7dc8f4d435c,Illinois,Flat,2011-01-28,988815,,Mortgage,Valid,4543eccf8c3ff1afb72739241c44b112,1,Southern Illinois,true
fbf9b49a7fd59d1fc51bd7fb7327c98e,Illinois,Flat,2006-01-16,124082,,Mortgage,Valid,2e24edea4584f274f7856aa3f5435ca3,1,Southern Illinois,true
